329440.00000000	-10497.00000000	-27905.00000000	28160.00000000
329507.00000000	-10753.00000000	-27905.00000000	27904.00000000
329575.00000000	-10753.00000000	-27905.00000000	28160.00000000
329642.00000000	-10753.00000000	-27905.00000000	28160.00000000
329710.00000000	-11009.00000000	-27649.00000000	27904.00000000
329777.00000000	-11009.00000000	-27905.00000000	28160.00000000
329845.00000000	-10753.00000000	-27905.00000000	27904.00000000
329913.00000000	-11009.00000000	-27905.00000000	27904.00000000
329981.00000000	-11009.00000000	-28161.00000000	28160.00000000
330048.00000000	-11009.00000000	-27905.00000000	28160.00000000
330251.00000000	-10753.00000000	-27905.00000000	28160.00000000
330318.00000000	-11009.00000000	-28161.00000000	27904.00000000
330386.00000000	-10753.00000000	-27905.00000000	27904.00000000
330453.00000000	-10753.00000000	-27905.00000000	28160.00000000
330521.00000000	-11009.00000000	-28161.00000000	28160.00000000
330588.00000000	-11009.00000000	-27905.00000000	28160.00000000
330656.00000000	-10753.00000000	-27905.00000000	28160.00000000
330724.00000000	-10753.00000000	-27905.00000000	28160.00000000
330791.00000000	-11009.00000000	-27905.00000000	28160.00000000
330858.00000000	-11009.00000000	-27905.00000000	27904.00000000
330926.00000000	-11009.00000000	-27905.00000000	28160.00000000
330993.00000000	-11265.00000000	-27905.00000000	28160.00000000
331062.00000000	-10753.00000000	-27905.00000000	28160.00000000
331129.00000000	-11009.00000000	-27905.00000000	28160.00000000
331197.00000000	-11009.00000000	-27905.00000000	28160.00000000
331264.00000000	-11009.00000000	-27905.00000000	27904.00000000
331468.00000000	-10753.00000000	-27905.00000000	27904.00000000
331535.00000000	-11009.00000000	-27649.00000000	27904.00000000
331602.00000000	-10753.00000000	-27905.00000000	27904.00000000
331737.00000000	-11009.00000000	-27905.00000000	27904.00000000
331872.00000000	-11009.00000000	-27905.00000000	27904.00000000
331940.00000000	-10753.00000000	-27649.00000000	28160.00000000
332007.00000000	-10753.00000000	-27905.00000000	27904.00000000
332075.00000000	-11009.00000000	-28161.00000000	28160.00000000
332142.00000000	-10753.00000000	-28161.00000000	28160.00000000
332210.00000000	-10753.00000000	-27905.00000000	28160.00000000
332345.00000000	-10753.00000000	-27905.00000000	28160.00000000
332413.00000000	-11009.00000000	-27905.00000000	27904.00000000
332480.00000000	-10497.00000000	-28161.00000000	28160.00000000
332548.00000000	-10753.00000000	-27905.00000000	27904.00000000
332683.00000000	-8961.00000000	-27649.00000000	27136.00000000
332751.00000000	-769.00000000	-25345.00000000	20736.00000000
332819.00000000	4608.00000000	-26625.00000000	21760.00000000
332886.00000000	-9473.00000000	-24321.00000000	26880.00000000
332954.00000000	-2305.00000000	-26113.00000000	21504.00000000
333088.00000000	512.00000000	-28161.00000000	28160.00000000
333156.00000000	-9985.00000000	-27905.00000000	27392.00000000
333224.00000000	-7681.00000000	-25345.00000000	26624.00000000
333291.00000000	2816.00000000	-17409.00000000	17152.00000000
333359.00000000	6400.00000000	-28161.00000000	27392.00000000
333426.00000000	-9729.00000000	-27137.00000000	27648.00000000
333494.00000000	-6145.00000000	-20481.00000000	22272.00000000
333562.00000000	28928.00000000	-25345.00000000	20224.00000000
333629.00000000	11264.00000000	-27649.00000000	25088.00000000
333697.00000000	-9473.00000000	-27393.00000000	27392.00000000
333765.00000000	-1793.00000000	-21761.00000000	22784.00000000
333832.00000000	5632.00000000	-14081.00000000	10752.00000000
333899.00000000	-32512.00000000	-22785.00000000	20480.00000000
333967.00000000	-1.00000000	-28161.00000000	27904.00000000
334035.00000000	-9473.00000000	-26881.00000000	26880.00000000
334102.00000000	-5121.00000000	-15617.00000000	22272.00000000
334170.00000000	24832.00000000	-25857.00000000	22784.00000000
334238.00000000	11776.00000000	-28161.00000000	27904.00000000
334305.00000000	-10497.00000000	-27905.00000000	27648.00000000
334440.00000000	-7937.00000000	-22785.00000000	25344.00000000
334508.00000000	-1.00000000	-26369.00000000	22528.00000000
334644.00000000	-10497.00000000	-27905.00000000	27904.00000000
334711.00000000	-10497.00000000	-27649.00000000	27904.00000000
334779.00000000	-10497.00000000	-27905.00000000	27904.00000000
334846.00000000	-9473.00000000	-27649.00000000	27648.00000000
334913.00000000	-7169.00000000	-27649.00000000	26112.00000000
335049.00000000	-10753.00000000	-27905.00000000	27904.00000000
335115.00000000	-11009.00000000	-27905.00000000	27904.00000000
335184.00000000	-10753.00000000	-28161.00000000	28160.00000000
335251.00000000	-11009.00000000	-27905.00000000	27904.00000000
335318.00000000	-11009.00000000	-28161.00000000	27904.00000000
335386.00000000	-11009.00000000	-27905.00000000	28160.00000000
335455.00000000	-11265.00000000	-27905.00000000	28160.00000000
335521.00000000	-10753.00000000	-27905.00000000	27904.00000000
335588.00000000	-11009.00000000	-28161.00000000	28160.00000000
335656.00000000	-11009.00000000	-28161.00000000	28160.00000000
335724.00000000	-11009.00000000	-27905.00000000	28160.00000000
