329401.00000000	-0.00002303	0.00006908	-0.00002303
329620.00000000	-0.00004605	0.00004605	-0.00002303
329891.00000000	-0.00004605	0.00004605	0.00000000
330329.00000000	0.00000000	0.00004605	-0.00002303
330443.00000000	-0.00002303	0.00004605	0.00002303
330746.00000000	-0.00002303	0.00009211	0.00000000
330953.00000000	0.00000000	0.00004605	-0.00002303
331099.00000000	-0.00002303	0.00002303	-0.00004605
331183.00000000	0.00000000	0.00006908	0.00000000
331704.00000000	0.00000000	0.00006908	-0.00002303
331714.00000000	-0.00002303	0.00004605	0.00000000
331870.00000000	-0.00002303	0.00004605	0.00000000
331880.00000000	0.00000000	0.00002303	-0.00002303
331902.00000000	-0.00002303	0.00006908	0.00002303
331913.00000000	-0.00002303	0.00004605	0.00000000
332130.00000000	-0.00002303	0.00002303	-0.00004605
332266.00000000	-0.00002303	0.00002303	-0.00002303
332391.00000000	-0.00002303	0.00006908	-0.00002303
332620.00000000	-0.00002303	0.00000000	-0.00002303
332829.00000000	0.00000000	0.00006908	-0.00002303
333016.00000000	0.00000000	0.00004605	0.00000000
333110.00000000	-0.00002303	0.00000000	-0.00004605
333224.00000000	-0.00002303	0.00006908	0.00000000
333496.00000000	-0.00002303	0.00000000	-0.00011513
333600.00000000	-0.00002303	0.00023026	-0.00004605
333610.00000000	0.00000000	0.00004605	-0.00004605
333672.00000000	0.00000000	-0.00006908	-0.00006908
333776.00000000	-0.00002303	-0.00023026	-0.00004605
333850.00000000	0.00004605	-0.00013816	0.00000000
334058.00000000	-0.00002303	0.00000000	0.00004605
334579.00000000	-0.00006908	0.00023026	0.00000000
334788.00000000	-0.00002303	0.00016118	0.00000000
334964.00000000	0.00000000	0.00004605	0.00000000
335225.00000000	0.00000000	0.00000000	0.00000000
335371.00000000	-0.00002303	0.00002303	-0.00002303
335465.00000000	0.00000000	0.00004605	0.00000000
335693.00000000	0.00000000	0.00004605	0.00000000
335964.00000000	0.00000000	0.00004605	0.00000000
336079.00000000	-0.00002303	0.00004605	-0.00002303
336110.00000000	0.00000000	0.00009211	0.00000000
336141.00000000	0.00000000	0.00011513	-0.00004605
336214.00000000	-0.00002303	0.00000000	-0.00004605
336287.00000000	-0.00004605	0.00004605	0.00000000
336391.00000000	0.00000000	0.00006908	0.00000000
336653.00000000	-0.00006908	0.00000000	-0.00004605
337048.00000000	-0.00002303	0.00006908	-0.00002303
337235.00000000	0.00000000	0.00006908	0.00000000
337495.00000000	0.00000000	0.00004605	0.00000000
337506.00000000	-0.00002303	0.00006908	0.00000000
338017.00000000	-0.00002303	0.00002303	-0.00002303
338288.00000000	0.00000000	0.00002303	0.00000000
338777.00000000	-0.00004605	0.00009211	0.00002303
339016.00000000	0.00000000	0.00002303	0.00000000
339235.00000000	-0.00002303	0.00009211	0.00000000
339287.00000000	-0.00002303	0.00004605	0.00000000
339476.00000000	0.00000000	0.00004605	-0.00002303
339516.00000000	-0.00002303	0.00006908	0.00000000
339548.00000000	-0.00002303	0.00006908	0.00000000
340214.00000000	-0.00002303	0.00004605	-0.00004605
340266.00000000	-0.00002303	0.00006908	0.00000000
340506.00000000	0.00000000	0.00006908	-0.00002303
341141.00000000	0.00000000	0.00018421	-0.00006908
341203.00000000	-0.00004605	0.00006908	0.00000000
341236.00000000	0.00000000	-0.00006908	0.00000000
341391.00000000	0.00004605	0.00032237	-0.00018421
341527.00000000	-0.00016118	-0.00020724	0.00027632
341537.00000000	-0.00004605	-0.00013816	0.00050658
341600.00000000	-0.00020724	0.00059868	0.00108224
342443.00000000	0.00036842	-0.00151974	-0.00172697
342662.00000000	-0.00009211	-0.00032237	-0.00002303
343006.00000000	-0.00004605	-0.00050658	0.00002303
343099.00000000	-0.00006908	-0.00006908	0.00000000
343183.00000000	-0.00034539	-0.00002303	-0.00110526
343371.00000000	0.00006908	0.00023026	0.00023026
343423.00000000	-0.00013816	0.00018421	0.00027632
343547.00000000	-0.00004605	0.00115132	0.00478947
343850.00000000	-0.00011513	0.00020724	-0.00009211
343974.00000000	-0.00002303	0.00002303	0.00004605
344027.00000000	-0.00013816	0.00050658	-0.00011513
344214.00000000	-0.00002303	0.00000000	0.00006908
344350.00000000	-0.00002303	0.00000000	-0.00002303
344559.00000000	0.00000000	0.00002303	-0.00002303
344725.00000000	-0.00002303	0.00004605	0.00000000
344965.00000000	-0.00004605	0.00004605	-0.00002303
344975.00000000	0.00000000	0.00004605	-0.00002303
345225.00000000	-0.00002303	0.00004605	0.00000000
345402.00000000	-0.00002303	0.00006908	0.00000000
345547.00000000	0.00000000	0.00006908	0.00000000
345777.00000000	0.00000000	0.00000000	-0.00002303
345850.00000000	-0.00004605	0.00006908	0.00000000
346183.00000000	0.00000000	0.00009211	0.00000000
346328.00000000	-0.00002303	-0.00004605	0.00000000
